BATCH no.,PRODUCTION DATE,BATCH WEIGHT (kg) BEFORE COOKING,BATCH WEIGHT (kg) AFTER COOKING,LOSS PERCENTAGE
3483,2023-12-02,270.5,265.8,1.7375231053604394
3484,2023-12-02,282.3,277.3,1.7711654268508676
3485,2023-12-02,274.5,269.8,1.7122040072859703
3486,2023-12-02,276.7,272.2,1.6263100831225155
3487,2023-12-02,273.5,268.3,1.9012797074954255
3488,2023-12-02,278.1,271.5,2.373247033441216
3489,2023-12-02,274.0,274.0,0.0
3490,2023-12-02,270.6,256.4,5.247597930524776
3491,2023-12-02,275.1,110.6,59.79643765903309
3492,2023-12-02,276.0,276.0,0.0
3493,2023-12-02,279.5,279.5,0.0
3494,2023-12-02,273.0,268.6,1.6117216117216033
3495,2023-12-02,273.1,268.0,1.8674478213108834
3496,2023-12-02,274.7,269.5,1.8929741536221294
3497,2023-12-02,275.7,270.9,1.7410228509249226
3498,2023-12-02,278.5,273.8,1.6876122082585239
3499,2023-12-02,276.9,271.8,1.8418201516792945
3500,2023-12-02,271.1,269.3,0.663961637772044
3501,2023-12-02,277.2,272.2,1.8037518037518039
3502,2023-12-02,283.5,279.0,1.5873015873015872
3503,2023-12-02,275.9,275.9,0.0
3504,2023-12-02,275.7,270.6,1.8498367791077137
3505,2023-12-02,279.9,275.3,1.6434440871739786
3506,2023-12-02,270.3,264.4,2.182759896411407
3507,2023-12-02,276.2,276.2,0.0
3508,2023-12-02,280.9,280.9,0.0
3509,2023-12-02,282.7,278.4,1.5210470463388792
3764,2023-12-05,272.5,267.7,1.7614678899082612
3767,2023-12-05,277.4,273.4,1.4419610670511898
3768,2023-12-05,272.3,268.0,1.5791406536907864
3773,2023-12-05,268.3,263.9,1.6399552739470868
3774,2023-12-05,267.0,262.0,1.8726591760299627
3776,2023-12-05,273.6,268.7,1.7909356725146324
3779,2023-12-05,271.1,265.2,2.176318701586143
3780,2023-12-05,277.3,272.1,1.8752253876667828
3783,2023-12-05,274.9,274.9,0.0
3787,2023-12-05,273.2,273.2,0.0
3789,2023-12-05,273.9,268.3,2.044541803577936
3791,2023-12-05,274.3,267.0,2.6613197229311014
3792,2023-12-05,274.6,253.0,7.8659868900218575
3793,2023-12-05,260.8,253.0,2.990797546012274
3794,2023-12-05,275.8,267.0,3.1907179115300983
3795,2023-12-05,268.2,260.0,3.0574198359433216
3801,2023-12-05,267.2,260.0,2.6946107784431095
3803,2023-12-05,271.6,263.0,3.1664212076583294
3804,2023-12-05,270.7,257.0,5.060953084595489
3811,2023-12-05,258.6,253.0,2.165506573859251
3812,2023-12-05,258.7,250.0,3.3629686896018516
3815,2023-12-05,261.3,251.0,3.941829314963648
3816,2023-12-05,256.9,266.0,-3.5422343324250773
3825,2023-12-05,273.2,267.0,2.269399707174227
3826,2023-12-05,270.8,263.0,2.880354505169871
3827,2023-12-05,271.8,264.0,2.86975717439294
3829,2023-12-05,273.4,266.0,2.7066569129480533
3831,2023-12-05,275.0,270.1,1.7818181818181738
3833,2023-12-05,273.2,267.9,1.9399707174231375
3836,2023-12-05,271.6,266.6,1.8409425625920468
3838,2023-12-05,271.5,266.7,1.7679558011049767
3840,2023-12-05,274.8,269.8,1.8195050946142648
3843,2023-12-05,271.9,266.8,1.875689591761665
3844,2023-12-05,274.3,269.2,1.8592781625957062
3848,2023-12-05,274.0,268.5,2.0072992700729926
3849,2023-12-05,275.2,269.9,1.92587209302326
3852,2023-12-05,269.1,265.1,1.4864362690449646
3853,2023-12-05,268.8,263.3,2.0461309523809526
3854,2023-12-05,269.7,263.2,2.4100852799406747
3855,2023-12-05,265.1,259.7,2.036967182195411
3859,2023-12-05,267.3,262.1,1.9453797231574965
3860,2023-12-05,270.7,265.3,1.9948282231252228
3864,2023-12-05,266.9,262.0,1.8358935931060238
3865,2023-12-05,276.7,271.6,1.8431514275388385
3868,2023-12-05,266.0,261.0,1.8796992481203008
3870,2023-12-05,272.5,266.9,2.055045871559641
3872,2023-12-05,265.0,258.3,2.5283018867924487
3876,2023-12-05,264.1,259.0,1.9310867095797128
3879,2023-12-05,273.6,267.8,2.1198830409356764
3881,2023-12-05,275.4,269.0,2.3238925199709435
3887,2023-12-05,268.0,274.5,-2.425373134328358
3888,2023-12-05,273.7,268.4,1.9364267446108923
3890,2023-12-05,274.8,269.9,1.783114992721992
3893,2023-12-05,279.2,274.7,1.6117478510028653
3895,2023-12-05,276.4,270.7,2.062228654124453
3896,2023-12-05,278.3,273.8,1.6169601149838304
3897,2023-12-05,273.5,269.2,1.5722120658135326
3898,2023-12-05,274.2,268.0,2.261123267687815
3899,2023-12-05,274.3,268.9,1.9686474662778102
3903,2023-12-05,274.4,269.6,1.7492711370262224
3906,2023-12-05,275.9,271.7,1.5222906850308042
3907,2023-12-05,270.6,265.6,1.8477457501847743
3911,2023-12-05,273.9,270.1,1.3873676524278769
3912,2023-12-05,269.6,267.6,0.7418397626112759
3913,2023-12-05,273.1,269.6,1.281581838154522
3915,2023-12-05,264.4,260.9,1.3237518910741302
3916,2023-12-05,270.6,266.7,1.4412416851441365
3917,2023-12-05,268.7,264.3,1.6375139560848444
3919,2023-12-05,270.2,265.4,1.7764618800888274
3920,2023-12-05,270.0,265.1,1.8148148148148062
3921,2023-12-05,271.8,216.3,20.41942604856512
3923,2023-12-05,270.2,259.3,4.034048852701694
3924,2023-12-05,269.3,264.8,1.6709988860007425
3925,2023-12-05,269.4,265.3,1.5219005196733355
3926,2023-12-05,263.3,259.1,1.5951386251424189
3927,2023-12-05,264.2,260.0,1.5897047691143034
3928,2023-12-05,272.5,269.0,1.2844036697247707
3929,2023-12-05,262.7,258.4,1.6368481157213597
3930,2023-12-05,272.1,267.5,1.6905549430356568
3938,2023-12-05,276.5,272.7,1.3743218806509987
3939,2023-12-05,272.5,267.5,1.834862385321101
3940,2023-12-05,272.2,267.9,1.5797207935341704
3941,2023-12-05,271.0,267.0,1.4760147601476015
3942,2023-12-05,194.8,185.1,4.979466119096518
3944,2023-12-05,271.9,267.1,1.7653549098933266
3945,2023-12-05,271.1,267.2,1.4385835485060987
3946,2023-12-05,272.6,269.4,1.1738811445341324
3947,2023-12-05,271.6,267.4,1.546391752577336
3949,2023-12-05,271.4,267.5,1.4369933677229099
3950,2023-12-05,266.3,261.8,1.6898235073225683
3951,2023-12-05,278.6,274.9,1.3280689160086308
3953,2023-12-05,270.0,265.6,1.629629629629621
3954,2023-12-05,278.5,274.2,1.5439856373429124
3955,2023-12-05,267.3,261.5,2.1698466142910626
3956,2023-12-05,273.5,268.4,1.8647166361974488
3957,2023-12-05,270.2,266.3,1.4433752775721604
3958,2023-12-05,278.3,273.9,1.5810276679842017
3959,2023-12-05,266.3,260.2,2.2906496432594903
3960,2023-12-05,274.0,266.0,2.9197080291970803
3964,2023-12-05,267.2,261.0,2.3203592814371214
3965,2023-12-05,277.0,272.0,1.8050541516245486
3967,2023-12-05,273.3,266.0,2.671057446030008
3968,2023-12-05,278.6,270.0,3.0868628858578684
3969,2023-12-05,268.8,268.8,0.0
3970,2023-12-05,276.3,271.1,1.8820123054650701
3973,2023-12-05,270.8,265.8,1.8463810930576072
3974,2023-12-05,279.6,274.0,2.0028612303290494
3976,2023-12-05,288.8,283.6,1.8005540166204945
3977,2023-12-05,159.6,156.3,2.0676691729323204
4157,2023-12-07,269.5,263.8,2.115027829313539
4158,2023-12-07,281.2,277.0,1.4935988620199105
4159,2023-12-07,272.1,264.8,2.682837192208751
4160,2023-12-07,283.7,276.3,2.608389143461395
4161,2023-12-07,279.7,279.7,0.0
4162,2023-12-07,273.7,267.1,2.4113993423456215
4163,2023-12-07,282.2,277.5,1.6654854712969485
4165,2023-12-07,287.3,283.3,1.392272885485555
4166,2023-12-07,273.4,267.1,2.3043160204827924
4167,2023-12-07,273.7,267.4,2.3017902813299274
4172,2023-12-07,270.8,265.4,1.9940915805022281
4175,2023-12-07,272.1,266.7,1.9845644983462085
4177,2023-12-07,268.8,264.2,1.7113095238095324
4178,2023-12-07,270.0,264.6,1.9999999999999918
4179,2023-12-07,271.0,266.7,1.5867158671586759
4181,2023-12-07,230.7,229.1,0.6935413957520565
4182,2023-12-07,275.8,268.5,2.6468455402465594
4183,2023-12-07,128.7,125.6,2.4087024087024047
4193,2023-12-08,285.6,278.8,2.3809523809523845
4194,2023-12-08,290.0,283.7,2.172413793103452
4197,2023-12-08,287.3,281.9,1.8795683954055113
4199,2023-12-08,289.4,283.3,2.1078092605390344
4202,2023-12-08,286.5,281.6,1.7102966841186655
4203,2023-12-08,281.4,276.0,1.9189765458422097
4205,2023-12-08,277.2,273.2,1.443001443001443
4206,2023-12-08,271.6,267.0,1.6936671575846916
4208,2023-12-08,272.3,269.1,1.1751744399559267
4211,2023-12-08,268.6,264.1,1.6753536857781086
4213,2023-12-08,269.9,265.6,1.5931826602445183
4214,2023-12-08,275.6,272.5,1.1248185776487745
4215,2023-12-08,279.9,275.3,1.6434440871739786
4216,2023-12-08,278.3,274.8,1.2576356449874235
4220,2023-12-08,279.9,275.4,1.6077170418006432
4221,2023-12-08,276.0,270.8,1.8840579710144887
4223,2023-12-08,287.5,280.0,2.608695652173913
4224,2023-12-08,276.0,281.0,-1.8115942028985508
4225,2023-12-08,290.3,281.0,3.203582500861182
4229,2023-12-08,278.9,272.2,2.40229472929365
4230,2023-12-08,275.7,267.0,3.1556039173014105
4231,2023-12-08,275.2,267.0,2.9796511627906934
4235,2023-12-08,277.3,267.0,3.714388748647678
4236,2023-12-08,279.3,268.0,4.045828857858937
4240,2023-12-08,276.3,268.0,3.0039811798769493
4241,2023-12-08,273.8,265.0,3.214024835646461
4244,2023-12-08,274.3,266.0,3.025884068538101
4246,2023-12-08,270.7,268.0,0.9974141115626114
4247,2023-12-08,270.9,266.0,1.8087855297157542
4252,2023-12-08,275.9,271.0,1.7760057992026017
4253,2023-12-08,272.0,268.0,1.4705882352941175
4255,2023-12-08,270.1,266.0,1.5179563124768687
4257,2023-12-08,274.0,268.0,2.18978102189781
4258,2023-12-08,278.8,273.0,2.0803443328550975
4262,2023-12-08,275.2,270.0,1.8895348837209263
4263,2023-12-08,277.7,272.0,2.052574720921854
4266,2023-12-08,273.9,268.2,2.081051478641836
4267,2023-12-08,280.8,275.0,2.0655270655270694
4268,2023-12-08,275.1,269.4,2.071973827699035
4272,2023-12-08,275.6,272.2,1.233671988388982
4273,2023-12-08,273.2,268.3,1.7935578330893036
4274,2023-12-08,276.0,271.5,1.6304347826086956
4275,2023-12-08,278.6,273.6,1.7946877243359656
4278,2023-12-08,272.6,267.4,1.9075568598679549
4280,2023-12-08,278.6,273.9,1.687006460875824
4282,2023-12-08,272.2,267.6,1.6899338721528163
4283,2023-12-08,274.0,269.2,1.7518248175182525
4285,2023-12-08,289.9,285.0,1.6902380131079606
4287,2023-12-08,273.7,272.0,0.6211180124223561
4290,2023-12-08,278.5,275.3,1.149012567324951
4291,2023-12-08,272.2,268.3,1.4327700220426074
4294,2023-12-08,283.5,279.3,1.4814814814814776
4295,2023-12-08,271.6,266.7,1.8041237113402184
4298,2023-12-08,275.3,270.3,1.8162005085361426
4299,2023-12-08,278.2,273.9,1.5456506110711759
4301,2023-12-08,272.7,269.5,1.1734506784011693
4303,2023-12-08,280.1,275.1,1.7850767583006066
4307,2023-12-08,273.7,268.8,1.7902813299232652
4308,2023-12-08,287.3,279.2,2.819352593108257
4309,2023-12-08,275.1,266.0,3.307888040712476
4310,2023-12-08,275.2,279.0,-1.3808139534883763
4314,2023-12-08,288.3,279.0,3.2258064516129075
4315,2023-12-08,273.1,264.0,3.3321127792017657
4318,2023-12-08,281.8,272.0,3.477643718949613
4319,2023-12-08,275.2,265.0,3.7063953488372055
4322,2023-12-08,277.6,267.0,3.8184438040345903
4323,2023-12-08,271.6,261.0,3.9027982326951483
4348,2023-12-08,277.3,271.8,1.983411467724486
4351,2023-12-08,278.9,273.9,1.7927572606669058
4355,2023-12-08,279.3,274.2,1.8259935553168718
4356,2023-12-08,275.9,271.9,1.4498006524102938
4358,2023-12-08,275.6,270.8,1.7416545718432552
4359,2023-12-08,272.8,267.8,1.8328445747800584
4363,2023-12-08,273.9,269.1,1.7524644030667964
4364,2023-12-08,275.3,269.7,2.0341445695604876
4368,2023-12-08,273.5,268.4,1.8647166361974488
4369,2023-12-08,278.1,272.7,1.941747572815546
4370,2023-12-08,274.8,268.4,2.3289665211062713
4372,2023-12-08,271.8,265.4,2.3546725533480624
4379,2023-12-08,276.1,269.8,2.281781963056867
4381,2023-12-08,272.4,267.2,1.9089574155653413
4383,2023-12-08,279.3,274.2,1.8259935553168718
4385,2023-12-08,272.8,268.0,1.7595307917888603
4388,2023-12-08,273.5,266.5,2.5594149908592323
4389,2023-12-08,112.5,112.5,0.0
4690,2023-12-11,267.5,267.5,0.0
4692,2023-12-11,270.5,262.3,3.031423290203323
4694,2023-12-11,270.7,264.9,2.142593276690067
4695,2023-12-11,270.9,264.8,2.2517534145441
4698,2023-12-11,272.8,272.8,0.0
4699,2023-12-11,282.5,274.0,3.0088495575221237
4700,2023-12-11,282.2,273.0,3.2600992204110524
4705,2023-12-11,277.4,269.0,3.0281182408074905
4706,2023-12-11,277.0,266.0,3.9711191335740073
4707,2023-12-11,272.1,259.0,4.814406468210225
4708,2023-12-11,272.1,259.0,4.814406468210225
4709,2023-12-11,272.4,261.0,4.18502202643171
4711,2023-12-11,285.7,274.0,4.095204760238008
4715,2023-12-11,272.9,262.0,3.994137046537185
4717,2023-12-11,277.3,260.0,6.23873061666066
4719,2023-12-11,267.2,256.0,4.191616766467062
4721,2023-12-11,266.1,260.0,2.29237128898911
4723,2023-12-11,29.9,88.0,-194.31438127090303
4739,2023-12-12,270.7,264.5,2.290358330254891
4740,2023-12-12,268.0,262.3,2.1268656716417866
4741,2023-12-12,281.5,281.5,0.0
4742,2023-12-12,275.0,275.0,0.0
4743,2023-12-12,272.2,266.9,1.9470977222630463
4744,2023-12-12,265.3,263.3,0.7538635506973238
4745,2023-12-12,266.3,263.6,1.0138941043935368
4746,2023-12-12,279.9,274.7,1.8578063594140726
4747,2023-12-12,278.9,274.8,1.4700609537468505
4748,2023-12-12,277.9,272.1,2.087081684058998
4749,2023-12-12,278.6,272.9,2.0459440057430167
4758,2023-12-12,277.1,272.4,1.696138578130655
4759,2023-12-12,283.9,280.7,1.1271574498062658
4760,2023-12-12,267.8,264.4,1.2696041822255542
4763,2023-12-12,267.0,262.6,1.6479400749063584
4764,2023-12-12,275.2,272.0,1.1627906976744147
4765,2023-12-12,276.7,272.8,1.4094687387061717
4766,2023-12-12,279.7,273.4,2.252413299964252
4767,2023-12-12,266.3,261.3,1.877581674802854
4770,2023-12-12,273.1,269.7,1.2449652142072625
4771,2023-12-12,276.9,271.8,1.8418201516792945
4775,2023-12-12,274.0,267.9,2.226277372262782
4776,2023-12-12,269.6,269.0,0.22255192878339122
4777,2023-12-12,269.6,269.0,0.22255192878339122
4778,2023-12-12,267.6,259.0,3.2137518684603967
4779,2023-12-12,267.6,271.0,-1.270553064275029
4781,2023-12-12,271.6,267.0,1.6936671575846916
4782,2023-12-12,271.5,267.0,1.6574585635359116
4783,2023-12-12,275.8,265.0,3.9158810732414833
4784,2023-12-12,275.8,275.0,0.2900652646845582
4785,2023-12-12,278.3,265.0,4.779015450952214
4795,2023-12-12,282.9,275.0,2.7925061859314164
4796,2023-12-12,282.9,263.0,7.0342877341816825
4800,2023-12-12,273.4,269.0,1.6093635698610012
4801,2023-12-12,273.4,268.0,1.9751280175566852
4805,2023-12-12,276.7,272.0,1.6985905312612897
4806,2023-12-12,276.7,268.0,3.144199494036859
4811,2023-12-12,270.8,264.0,2.51107828655835
4812,2023-12-12,270.8,266.0,1.772525849335307
4820,2023-12-12,273.8,269.0,1.7531044558071627
4821,2023-12-12,272.5,267.0,2.0183486238532113
4822,2023-12-12,278.3,269.0,3.341717570966587
4828,2023-12-12,281.0,276.1,1.7437722419928743
4829,2023-12-12,278.6,272.7,2.1177315147164517
4830,2023-12-12,275.5,269.9,2.03266787658803
4832,2023-12-12,273.2,268.4,1.7569546120058608
4836,2023-12-12,267.6,261.8,2.1674140508221265
4838,2023-12-12,271.0,265.4,2.0664206642066505
4839,2023-12-12,271.5,266.2,1.9521178637200778
4840,2023-12-12,272.0,267.1,1.8014705882352857
4845,2023-12-12,273.0,268.6,1.6117216117216033
4847,2023-12-12,280.6,275.5,1.8175338560228163
4848,2023-12-12,271.2,265.9,1.9542772861356976
4851,2023-12-12,272.1,263.0,3.344358691657487
4852,2023-12-12,272.1,263.0,3.344358691657487
4853,2023-12-12,272.1,267.0,1.8743109151047492
4855,2023-12-12,272.3,263.0,3.415350716121928
4857,2023-12-12,274.2,265.0,3.355215171407728
4869,2023-12-12,269.0,260.0,3.3457249070631967
4870,2023-12-12,277.7,267.0,3.8530788620813787
4871,2023-12-12,277.0,269.0,2.888086642599278
4872,2023-12-12,278.8,270.0,3.1563845050215247
4873,2023-12-12,276.7,266.0,3.867003975424644
4880,2023-12-12,276.8,272.0,1.7341040462427786
4881,2023-12-12,278.3,273.3,1.7966223499820337
4882,2023-12-12,279.7,274.3,1.9306399713979183
4884,2023-12-12,279.0,274.5,1.6129032258064515
4889,2023-12-12,270.6,266.5,1.5151515151515234
4891,2023-12-12,285.0,280.9,1.4385964912280782
4892,2023-12-12,274.8,270.4,1.6011644832605654
4895,2023-12-12,288.0,283.6,1.52777777777777
4896,2023-12-12,271.6,268.4,1.1782032400589268
4898,2023-12-12,273.6,268.1,2.010233918128655
4906,2023-12-12,283.9,279.1,1.690736174709389
4909,2023-12-12,282.6,276.7,2.0877565463552843
4910,2023-12-12,273.3,273.1,0.07317965605561237
4924,2023-12-12,273.9,270.0,1.423877327491777
4925,2023-12-12,273.9,267.0,2.5191675794085353
4926,2023-12-12,254.1,250.0,1.6135379771743386
4927,2023-12-12,254.2,273.0,-7.395751376868612
4933,2023-12-12,276.2,271.0,1.88269370021723
4935,2023-12-12,279.5,273.0,2.3255813953488373
4939,2023-12-12,278.0,272.0,2.158273381294964
4941,2023-12-12,268.0,263.0,1.8656716417910446
4945,2023-12-12,270.7,263.0,2.8444772811230106
4948,2023-12-12,202.8,202.8,0.0
1327,2023-12-14,266.2,262.2,1.5026296018031555
1329,2023-12-14,271.2,266.7,1.6592920353982303
1330,2023-12-14,265.0,259.3,2.1509433962264106
1346,2023-12-14,271.4,266.0,1.989683124539417
1347,2023-12-14,267.9,263.4,1.6797312430011198
1348,2023-12-14,261.5,255.8,2.179732313575521
1354,2023-12-14,274.9,270.2,1.7097126227719128
1355,2023-12-14,265.4,261.3,1.54483798040692
1359,2023-12-14,272.9,269.3,1.3191645291315377
1360,2023-12-14,275.1,271.8,1.1995637949836464
1361,2023-12-14,267.2,264.9,0.8607784431137768
1362,2023-12-14,274.4,271.5,1.0568513119533445
1363,2023-12-14,265.0,261.0,1.509433962264151
1365,2023-12-14,266.4,261.8,1.7267267267267141
1368,2023-12-14,265.0,260.5,1.6981132075471699
1369,2023-12-14,271.6,267.2,1.6200294550810137
1371,2023-12-14,271.7,266.6,1.877070298122917
1373,2023-12-14,263.8,259.6,1.5921152388172815
1375,2023-12-14,259.7,254.3,2.0793222949557095
1376,2023-12-14,272.5,266.4,2.2385321100917515
1377,2023-12-14,273.1,267.2,2.160380812889064
1384,2023-12-14,270.6,264.5,2.254249815225433
1385,2023-12-14,268.3,262.0,2.348117778606042
1388,2023-12-14,269.3,265.0,1.5967322688451584
1389,2023-12-14,266.5,260.9,2.1013133208255246
1390,2023-12-14,257.5,251.5,2.3300970873786406
1399,2023-12-14,268.1,263.1,1.864975755315181
1400,2023-12-14,270.1,265.5,1.7030729359496566
1403,2023-12-14,276.0,270.7,1.9202898550724676
1406,2023-12-14,275.8,270.7,1.84916606236404
1411,2023-12-14,265.2,259.2,2.262443438914027
1412,2023-12-14,272.7,267.2,2.016868353502017
1420,2023-12-14,268.2,263.1,1.9015659955257145
1422,2023-12-14,280.0,274.6,1.9285714285714204
1425,2023-12-14,272.0,267.0,1.8382352941176472
1433,2023-12-14,276.5,271.4,1.8444846292947643
1434,2023-12-14,271.1,266.2,1.807451125046121
1435,2023-12-14,273.9,269.4,1.642935377875137
1436,2023-12-14,274.9,270.0,1.7824663514005012
1438,2023-12-14,270.0,264.8,1.9259259259259216
1441,2023-12-14,272.7,265.9,2.493582691602498
1452,2023-12-14,275.3,266.0,3.378132945877229
1456,2023-12-14,272.7,262.0,3.9237257059039194
1457,2023-12-14,272.7,261.0,4.290429042904286
1458,2023-12-14,271.7,259.0,4.674273095325723
1459,2023-12-14,271.7,261.0,3.9381670960618287
1460,2023-12-14,274.6,265.0,3.4959941733430524
1461,2023-12-14,274.6,260.0,5.3168244719592215
1462,2023-12-14,275.7,264.0,4.243743199129485
1463,2023-12-14,275.6,257.0,6.748911465892606
1465,2023-12-14,267.9,267.9,0.0
1467,2023-12-14,133.7,133.7,0.0
1468,2023-12-14,207.2,195.0,5.888030888030883
1493,2023-12-15,273.4,266.4,2.560351133869788
1494,2023-12-15,275.9,271.5,1.594780717651315
1495,2023-12-15,276.2,271.2,1.8102824040550327
1496,2023-12-15,269.7,266.5,1.186503522432328
1497,2023-12-15,271.3,269.0,0.8477699963140477
1503,2023-12-15,260.0,264.7,-1.8076923076923033
1504,2023-12-15,268.5,261.9,2.4581005586592264
1506,2023-12-15,276.9,272.0,1.7695919104369728
1507,2023-12-15,273.4,268.4,1.82882223847842
1509,2023-12-15,272.4,269.0,1.2481644640234868
1510,2023-12-15,270.1,267.4,0.9996297667530712
1512,2023-12-15,273.4,268.2,1.9019751280175528
1513,2023-12-15,276.0,270.1,2.1376811594202816
1518,2023-12-15,272.6,265.0,2.7879677182685336
1519,2023-12-15,272.6,282.0,-3.4482758620689573
1520,2023-12-15,274.0,265.0,3.2846715328467155
1521,2023-12-15,273.9,269.0,1.7889740781306964
1522,2023-12-15,268.8,260.0,3.273809523809528
1523,2023-12-15,268.8,263.0,2.1577380952380993
1524,2023-12-15,275.9,275.9,0.0
1525,2023-12-15,275.9,264.0,4.313156940920615
1537,2023-12-15,271.2,289.0,-6.5634218289085595
1538,2023-12-15,270.0,270.8,-0.2962962962963005
1539,2023-12-15,270.0,261.0,3.3333333333333335
1551,2023-12-15,277.6,274.9,0.9726224783861835
1554,2023-12-15,266.0,263.6,0.9022556390977358
1555,2023-12-15,272.3,268.4,1.4322438486963034
1556,2023-12-15,269.3,265.5,1.411065725956187
1558,2023-12-15,271.3,267.5,1.4006634721710325
1559,2023-12-15,277.7,277.7,0.0
1560,2023-12-15,271.3,271.3,0.0
1564,2023-12-15,285.9,285.9,0.0
1565,2023-12-15,275.5,270.1,1.9600725952812985
1567,2023-12-15,268.3,268.3,0.0
1569,2023-12-15,270.8,273.7,-1.0709010339734037
1573,2023-12-15,271.6,263.0,3.1664212076583294
1574,2023-12-15,271.6,265.0,2.4300441826215105
1582,2023-12-15,279.0,274.3,1.6845878136200678
1583,2023-12-15,276.5,272.2,1.5551537070524453
1584,2023-12-15,285.2,280.4,1.683029453015432
1585,2023-12-15,271.8,266.3,2.0235467255334805
1588,2023-12-15,278.7,275.1,1.291711517761021
1589,2023-12-15,268.3,265.5,1.0436079016026878
1590,2023-12-15,279.3,274.5,1.7185821697099934
1591,2023-12-15,268.1,263.1,1.864975755315181
1596,2023-12-15,274.3,269.8,1.640539555231498
1597,2023-12-15,278.6,273.8,1.7229002153625308
1601,2023-12-15,276.4,271.5,1.772793053545578
1602,2023-12-15,281.4,276.1,1.8834399431414197
1604,2023-12-15,273.8,265.2,3.140978816654501
1605,2023-12-15,277.5,272.9,1.6576576576576656
1606,2023-12-15,273.0,268.4,1.6849816849816932
1607,2023-12-15,272.7,267.0,2.090209020902086
1608,2023-12-15,283.1,279.1,1.412928293889085
1631,2023-12-15,276.1,276.1,0.0
1632,2023-12-15,276.2,276.2,0.0
1634,2023-12-15,271.3,260.0,4.165130851455957
1635,2023-12-15,271.4,271.4,0.0
1636,2023-12-15,255.3,260.0,-1.840971406188793
1637,2023-12-15,255.3,262.0,-2.6243634939287066
1645,2023-12-15,275.5,262.0,4.900181488203267
1654,2023-12-15,275.1,270.4,1.7084696474009615
1655,2023-12-15,271.6,267.1,1.6568483063328425
1656,2023-12-15,268.8,264.5,1.599702380952385
1659,2023-12-15,271.3,266.9,1.6218208625138348
1660,2023-12-15,271.8,266.1,2.0971302428256027
1672,2023-12-15,283.9,280.1,1.3384994716449294
1673,2023-12-15,286.8,281.8,1.7433751743375174
1676,2023-12-15,290.3,286.2,1.41233207027214
1679,2023-12-15,290.2,286.9,1.1371467953135808
1680,2023-12-15,285.9,281.7,1.4690451206715596
1681,2023-12-15,279.6,275.4,1.5021459227467973
1682,2023-12-15,270.7,267.9,1.0343553749538277
1683,2023-12-15,282.6,278.2,1.556970983722588
1684,2023-12-15,271.9,267.7,1.5446855461566713
1685,2023-12-15,279.9,275.2,1.6791711325473344
1686,2023-12-15,274.4,269.1,1.931486880466456
1690,2023-12-15,273.8,268.2,2.0452885317750265
1692,2023-12-15,92.0,89.5,2.717391304347826
5817,2023-12-15,268.5,266.0,0.931098696461825
5818,2023-12-15,268.5,266.0,0.931098696461825
5819,2023-12-15,268.5,264.0,1.675977653631285
5820,2023-12-15,268.5,270.0,-0.5586592178770949
5821,2023-12-15,268.5,266.0,0.931098696461825
5822,2023-12-15,268.5,263.0,2.0484171322160147
5823,2023-12-15,268.5,265.0,1.303538175046555
5824,2023-12-15,268.5,271.0,-0.931098696461825
2160,2023-12-18,260.6,255.2,2.0721412125863523
2163,2023-12-18,261.0,255.3,2.1839080459770073
2164,2023-12-18,257.1,251.7,2.10035005834307
2168,2023-12-18,257.6,250.8,2.6397515527950355
2175,2023-12-18,265.7,260.2,2.0700037636432067
2178,2023-12-18,275.1,270.9,1.5267175572519247
2179,2023-12-18,277.6,273.7,1.404899135446698
2180,2023-12-18,265.5,261.5,1.5065913370998116
2181,2023-12-18,287.8,283.5,1.4940931202223804
2184,2023-12-18,274.5,270.6,1.4207650273223962
2186,2023-12-18,278.5,274.6,1.400359066427281
2187,2023-12-18,278.7,135.5,51.38141370649444
2188,2023-12-18,281.3,277.8,1.2442232492001422
2189,2023-12-18,273.6,90.7,66.84941520467837
2191,2023-12-18,273.1,10.2,96.26510435737825
2192,2023-12-18,279.5,275.8,1.3237924865831803
2195,2023-12-18,273.7,270.1,1.315308732188515
2196,2023-12-18,277.5,273.5,1.4414414414414414
2198,2023-12-18,286.0,283.1,1.013986013986006
2200,2023-12-18,275.3,270.3,1.8162005085361426
2202,2023-12-18,287.0,228.9,20.24390243902439
2203,2023-12-18,277.4,275.6,0.648882480173019
2206,2023-12-18,291.5,287.2,1.4751286449399694
2208,2023-12-18,279.7,275.0,1.6803718269574504
2210,2023-12-18,282.2,276.3,2.090715804394039
2213,2023-12-18,283.2,278.4,1.6949152542372923
2215,2023-12-18,273.4,270.6,1.0241404535478986
2216,2023-12-18,280.0,276.0,1.4285714285714286
2217,2023-12-18,279.6,275.6,1.4306151645207437
2218,2023-12-18,283.0,279.4,1.2720848056537182
2219,2023-12-18,297.3,293.5,1.278170198452745
2223,2023-12-18,280.7,276.3,1.5675097969362228
2226,2023-12-18,212.6,209.1,1.6462841015992473
2227,2023-12-18,267.5,262.6,1.8317757009345708
2238,2023-12-19,271.6,265.0,2.4300441826215105
2239,2023-12-19,282.5,277.0,1.9469026548672566
2240,2023-12-19,273.9,269.0,1.7889740781306964
2241,2023-12-19,272.3,268.0,1.5791406536907864
2242,2023-12-19,275.7,270.0,2.0674646354733364
2243,2023-12-19,271.6,266.0,2.061855670103101
2244,2023-12-19,272.9,268.0,1.7955294979846017
2245,2023-12-19,271.2,265.0,2.286135693215335
